ORDER_ID,USER_ID,PROMO_ID,ORDER_DATE,ORDER_SEQ,REDEMPTION_DATE,VALIDITY_TILL_DATE,ORDER_STAUS
OID000078,R00431,9999,02-06-2019,1,,20-01-2020,CLOSED
OID000079,R01339,9999,02-06-2019,1,,09-02-2020,CLOSED
OID000080,R03935,9999,03-06-2019,1,,02-02-2020,CLOSED
OID000081,R04458,9999,04-06-2019,1,,24-02-2020,CLOSED
OID000082,R01232,9999,04-06-2019,1,,27-01-2020,CLOSED
OID000083,R04940,9999,04-06-2019,1,,22-03-2020,CLOSED
OID000084,R02942,9999,05-06-2019,1,,29-02-2020,CLOSED
OID000085,R01986,9999,06-06-2019,1,,11-01-2020,CLOSED
OID000086,R04226,9999,07-06-2019,1,,13-03-2020,CLOSED
OID000087,R03106,9999,08-06-2019,1,,09-03-2020,CLOSED
OID000088,R04101,9999,10-06-2019,1,,29-02-2020,CLOSED
OID000089,R03866,9999,10-06-2019,1,,18-01-2020,CLOSED
OID000090,R02112,9999,11-06-2019,1,,22-03-2020,CLOSED
OID000091,R00105,9999,11-06-2019,1,,01-02-2020,CLOSED
OID000092,R00268,9999,12-06-2019,1,,02-03-2020,CLOSED
OID000093,R01388,9999,13-06-2019,1,,03-04-2020,CLOSED
OID000094,R03251,9999,13-06-2019,1,,24-03-2020,CLOSED
OID000095,R02716,9999,13-06-2019,1,,17-01-2020,CLOSED
OID000096,R04379,9999,14-06-2019,1,,19-04-2020,CLOSED
OID000097,R00034,9999,14-06-2019,1,,11-04-2020,CLOSED
OID000098,R02917,9999,15-06-2019,1,,22-01-2020,CLOSED
OID000099,R02044,9999,16-06-2019,1,,11-02-2020,CLOSED
OID000100,R01407,9999,16-06-2019,1,,02-02-2020,CLOSED
OID000101,R00639,9999,16-06-2019,1,,02-02-2020,CLOSED
OID000102,R02832,9999,17-06-2019,1,,06-04-2020,CLOSED
OID000103,R00099,9999,17-06-2019,1,,23-03-2020,CLOSED
OID000104,R03626,9999,17-06-2019,1,,22-01-2020,CLOSED
OID000105,R00163,9999,20-06-2019,1,,09-03-2020,CLOSED
OID000106,R00102,9999,20-06-2019,1,,16-03-2020,CLOSED
OID000107,R03349,9999,21-06-2019,1,,14-03-2020,CLOSED
OID000108,R03362,9999,22-06-2019,1,,24-02-2020,CLOSED
OID000109,R03849,9999,23-06-2019,1,,21-03-2020,CLOSED
OID000110,R04072,9999,23-06-2019,1,,14-03-2020,CLOSED
OID000111,R00555,9999,23-06-2019,1,,27-01-2020,CLOSED
OID000112,R00699,9999,24-06-2019,1,,09-04-2020,CLOSED
OID000113,R04474,9999,24-06-2019,1,,05-02-2020,CLOSED
OID000114,R04769,9999,25-06-2019,1,,23-02-2020,CLOSED
OID000115,R01002,9999,25-06-2019,1,,26-04-2020,CLOSED
OID000116,R04590,9999,26-06-2019,1,,22-04-2020,CLOSED
OID000117,R01958,9999,26-06-2019,1,,14-04-2020,CLOSED
OID000118,R01422,9999,26-06-2019,1,,30-04-2020,CLOSED
OID000119,R04359,9999,27-06-2019,1,,24-04-2020,CLOSED
OID000120,R02059,9999,27-06-2019,1,,31-01-2020,CLOSED
OID000121,R04618,9999,28-06-2019,1,,11-05-2020,CLOSED
OID000122,R01524,9999,29-06-2019,1,,05-04-2020,CLOSED
OID000123,R02217,9999,29-06-2019,1,,09-04-2020,CLOSED
OID000124,R03170,9999,30-06-2019,1,,25-04-2020,CLOSED
OID000125,R04095,9999,30-06-2019,1,,15-02-2020,CLOSED
OID000126,R04756,9999,01-07-2019,1,,30-04-2020,CLOSED
OID000127,R01546,9999,02-07-2019,1,,22-03-2020,CLOSED
OID000128,R01642,9999,03-07-2019,1,,26-03-2020,CLOSED
OID000129,R03506,9999,04-07-2019,1,,19-03-2020,CLOSED
OID000130,R02216,9999,04-07-2019,1,,21-04-2020,CLOSED
OID000131,R00399,9999,04-07-2019,1,,08-03-2020,CLOSED
OID000132,R03807,9999,06-07-2019,1,,08-04-2020,CLOSED
OID000133,R01412,9999,07-07-2019,1,,29-04-2020,CLOSED
OID000134,R03325,9999,07-07-2019,1,,19-04-2020,CLOSED
OID000135,R01711,9999,09-07-2019,1,,02-04-2020,CLOSED
OID000136,R03694,9999,09-07-2019,1,,15-02-2020,CLOSED
OID000137,R00697,9999,10-07-2019,1,,03-05-2020,CLOSED
OID000138,R01687,9999,10-07-2019,1,,12-03-2020,CLOSED
OID000139,R02649,9999,10-07-2019,1,,19-05-2020,CLOSED
OID000140,R02744,9999,11-07-2019,1,,15-03-2020,CLOSED
OID000141,R01258,9999,12-07-2019,1,,27-04-2020,CLOSED
OID000142,R03419,9999,12-07-2019,1,,01-03-2020,CLOSED
OID000143,R04938,9999,12-07-2019,1,,15-04-2020,CLOSED
OID000144,R03901,9999,15-07-2019,1,,26-03-2020,CLOSED
OID000145,R03642,9999,16-07-2019,1,,07-04-2020,CLOSED
OID000146,R03455,9999,16-07-2019,1,,08-05-2020,CLOSED
OID000147,R01070,9999,17-07-2019,1,,08-04-2020,CLOSED
OID000148,R02818,9999,17-07-2019,1,,10-03-2020,CLOSED
OID000149,R04547,9999,17-07-2019,1,,21-05-2020,CLOSED
OID000150,R04174,9999,18-07-2019,1,,27-03-2020,CLOSED
OID000151,R00717,9999,18-07-2019,1,,05-04-2020,CLOSED
OID000152,R00359,9999,20-07-2019,1,,05-05-2020,CLOSED
OID000153,R04419,9999,21-07-2019,1,,30-03-2020,CLOSED
OID000154,R01090,9999,21-07-2019,1,,02-05-2020,CLOSED
OID000155,R04682,9999,22-07-2019,1,,29-04-2020,CLOSED
OID000156,R02980,9999,23-07-2019,1,,16-04-2020,CLOSED
OID000157,R00503,9999,24-07-2019,1,,30-03-2020,CLOSED
OID000158,R01338,9999,24-07-2019,1,,25-05-2020,CLOSED
OID000159,R04729,9999,29-07-2019,1,,28-05-2020,CLOSED
OID000160,R00951,9999,29-07-2019,1,,18-02-2020,CLOSED
OID000161,R02202,9999,29-07-2019,1,,23-04-2020,CLOSED
OID000162,R03268,9999,30-07-2019,1,,03-04-2020,CLOSED
OID000163,R01633,9999,31-07-2019,1,,03-05-2020,CLOSED
OID000164,R03889,9999,31-07-2019,1,,08-04-2020,CLOSED
OID000165,R02477,9999,31-07-2019,1,,22-04-2020,CLOSED
OID000166,R01064,9999,01-08-2019,1,,19-04-2020,CLOSED
OID000167,R01209,9999,01-08-2019,1,,15-03-2020,CLOSED
OID000168,R04994,9999,01-08-2019,1,,08-05-2020,CLOSED
OID000169,R02453,9999,01-08-2019,1,,03-05-2020,CLOSED
OID000170,R04749,9999,02-08-2019,1,,21-04-2020,CLOSED
OID000171,R00880,9999,02-08-2019,1,,03-05-2020,CLOSED
OID000172,R02844,9999,03-08-2019,1,,19-05-2020,CLOSED
OID000173,R01820,9999,03-08-2019,1,,21-05-2020,CLOSED
OID000174,R02966,9999,04-08-2019,1,,06-05-2020,CLOSED
OID000175,R04127,9999,04-08-2019,1,,10-03-2020,CLOSED
OID000176,R00634,9999,05-08-2019,1,,18-03-2020,CLOSED
OID000177,R03383,9999,06-08-2019,1,,24-02-2020,CLOSED
OID000178,R00500,9999,06-08-2019,1,,11-04-2020,CLOSED
OID000179,R01496,9999,07-08-2019,1,,30-03-2020,CLOSED
OID000180,R02375,9999,07-08-2019,1,,22-04-2020,CLOSED
OID000181,R03689,9999,08-08-2019,1,,25-04-2020,CLOSED
OID000182,R02189,9999,08-08-2019,1,,05-06-2020,CLOSED
OID000183,R01103,9999,08-08-2019,1,,10-03-2020,CLOSED
OID000184,R04888,9999,09-08-2019,1,,23-04-2020,CLOSED
OID000185,R00956,9999,10-08-2019,1,,19-04-2020,CLOSED
OID000186,R00530,9999,11-08-2019,1,,11-04-2020,CLOSED
OID000187,R04802,9999,11-08-2019,1,,22-04-2020,CLOSED
OID000188,R02440,9999,11-08-2019,1,,14-03-2020,CLOSED
OID000189,R00568,9999,12-08-2019,1,,05-05-2020,CLOSED
OID000190,R04466,9999,12-08-2019,1,,28-04-2020,CLOSED
OID000191,R04817,9999,12-08-2019,1,,03-05-2020,CLOSED
OID000192,R00119,9999,13-08-2019,1,,29-04-2020,CLOSED
OID000193,R04217,9999,13-08-2019,1,,15-04-2020,CLOSED
OID000194,R04079,9999,13-08-2019,1,,30-05-2020,CLOSED
OID000195,R00447,9999,13-08-2019,1,,18-06-2020,CLOSED
OID000196,R03680,9999,14-08-2019,1,,24-03-2020,CLOSED
OID000197,R00401,9999,14-08-2019,1,,07-04-2020,CLOSED
OID000198,R02939,9999,15-08-2019,1,,15-03-2020,CLOSED
OID000199,R00553,9999,15-08-2019,1,,03-04-2020,CLOSED
OID000200,R00085,9999,16-08-2019,1,,03-06-2020,CLOSED
OID000201,R01261,9999,17-08-2019,1,,11-06-2020,CLOSED
OID000202,R04735,9999,17-08-2019,1,,29-03-2020,CLOSED
OID000203,R03220,9999,17-08-2019,1,,03-04-2020,CLOSED
OID000204,R04800,9999,18-08-2019,1,,13-06-2020,CLOSED
OID000205,R04799,9999,18-08-2019,1,,01-05-2020,CLOSED
OID000206,R04739,9999,18-08-2019,1,,03-04-2020,CLOSED
OID000207,R03289,9999,18-08-2019,1,,05-05-2020,CLOSED
OID000208,R04662,9999,19-08-2019,1,,24-05-2020,CLOSED
OID000209,R01111,9999,19-08-2019,1,,04-04-2020,CLOSED
OID000210,R02848,9999,20-08-2019,1,,25-04-2020,CLOSED
OID000211,R03893,9999,20-08-2019,1,,17-06-2020,CLOSED
OID000212,R01488,9999,20-08-2019,1,,10-05-2020,CLOSED
OID000213,R00813,9999,21-08-2019,1,,03-07-2020,CLOSED
OID000214,R02748,9999,21-08-2019,1,,12-05-2020,CLOSED
OID000215,R04247,9999,21-08-2019,1,,13-06-2020,CLOSED
OID000216,R04978,9999,21-08-2019,1,,15-05-2020,CLOSED
OID000217,R00784,9999,22-08-2019,1,,25-04-2020,CLOSED
OID000218,R02554,9999,23-08-2019,1,,14-06-2020,CLOSED
OID000219,R00501,9999,24-08-2019,1,,03-04-2020,CLOSED
OID000220,R03096,9999,25-08-2019,1,,23-06-2020,CLOSED
OID000221,R03799,9999,25-08-2019,1,,31-03-2020,CLOSED
OID000222,R04607,9999,25-08-2019,1,,12-06-2020,CLOSED
OID000223,R02907,9999,26-08-2019,1,,18-06-2020,CLOSED
OID000224,R00682,9999,26-08-2019,1,,10-04-2020,CLOSED
OID000225,R00403,9999,27-08-2019,1,,29-03-2020,CLOSED
OID000226,R04130,9999,28-08-2019,1,,14-06-2020,CLOSED
OID000227,R03273,9999,28-08-2019,1,,16-04-2020,CLOSED
OID000228,R01417,9999,29-08-2019,1,,10-06-2020,CLOSED
OID000229,R01387,9999,29-08-2019,1,,17-04-2020,CLOSED
OID000230,R04189,9999,29-08-2019,1,,06-05-2020,CLOSED
OID000231,R00443,8323,30-08-2019,2,30-08-2019,25-02-2021,ACTIVE
OID000232,R04529,9999,30-08-2019,1,,21-04-2020,CLOSED
OID000233,R00446,9999,31-08-2019,1,,15-05-2020,CLOSED
OID000234,R04239,9999,01-09-2019,1,,03-05-2020,CLOSED
OID000235,R03583,9999,01-09-2019,1,,30-04-2020,CLOSED
OID000236,R02977,9999,01-09-2019,1,,28-04-2020,CLOSED
OID000237,R04323,9999,01-09-2019,1,,04-06-2020,CLOSED
OID000238,R00225,9999,01-09-2019,1,,17-04-2020,CLOSED
OID000239,R04163,9999,01-09-2019,1,,18-05-2020,CLOSED
OID000240,R02696,9999,01-09-2019,1,,24-06-2020,CLOSED
OID000241,R02191,9999,01-09-2019,1,,05-07-2020,CLOSED
OID000242,R01941,8731,02-09-2019,2,02-09-2019,02-02-2021,ACTIVE
OID000243,R03343,9999,02-09-2019,1,,27-06-2020,CLOSED
OID000244,R02464,9999,02-09-2019,1,,03-07-2020,CLOSED
OID000245,R02632,9999,02-09-2019,1,,06-04-2020,CLOSED
OID000246,R01668,9999,02-09-2019,1,,27-04-2020,CLOSED
OID000247,R02259,9999,02-09-2019,1,,01-06-2020,CLOSED
OID000248,R03371,9999,03-09-2019,1,,18-05-2020,CLOSED
OID000249,R02899,9999,03-09-2019,1,,12-07-2020,CLOSED
OID000250,R00691,9999,04-09-2019,1,,13-05-2020,CLOSED
OID000251,R03719,9999,04-09-2019,1,,20-06-2020,CLOSED
OID000252,R01977,9999,04-09-2019,1,,30-04-2020,CLOSED
OID000253,R02135,9999,05-09-2019,1,,25-04-2020,CLOSED
OID000254,R03412,9999,05-09-2019,1,,16-06-2020,CLOSED
OID000255,R03830,9999,06-09-2019,1,,20-04-2020,CLOSED
OID000256,R04348,9999,06-09-2019,1,,09-07-2020,CLOSED
OID000257,R04167,9999,07-09-2019,1,,08-06-2020,CLOSED
OID000258,R04937,9999,07-09-2019,1,,05-05-2020,CLOSED
OID000259,R01347,9999,07-09-2019,1,,06-06-2020,CLOSED
OID000260,R01749,9999,07-09-2019,1,,03-06-2020,CLOSED
OID000261,R01268,9999,08-09-2019,1,,21-05-2020,CLOSED
OID000262,R03532,9999,08-09-2019,1,,25-06-2020,CLOSED
OID000263,R04105,9999,09-09-2019,1,,24-05-2020,CLOSED
OID000264,R03167,9999,09-09-2019,1,,23-05-2020,CLOSED
OID000265,R02825,9999,10-09-2019,1,,15-06-2020,CLOSED
OID000266,R01966,9999,10-09-2019,1,,19-07-2020,CLOSED
OID000267,R00994,9999,10-09-2019,1,,05-05-2020,CLOSED
OID000268,R01499,9999,11-09-2019,1,,07-06-2020,CLOSED
OID000269,R01486,9999,11-09-2019,1,,04-05-2020,CLOSED
OID000270,R02914,9999,11-09-2019,1,,01-07-2020,CLOSED
OID000271,R04877,9999,11-09-2019,1,,19-06-2020,CLOSED
OID000272,R02857,9999,11-09-2019,1,,17-04-2020,CLOSED
OID000273,R03344,9999,12-09-2019,1,,22-06-2020,CLOSED
OID000274,R04123,9999,12-09-2019,1,,12-06-2020,CLOSED
OID000275,R03749,9999,13-09-2019,1,,23-06-2020,CLOSED
OID000276,R03880,9999,13-09-2019,1,,16-06-2020,CLOSED
OID000277,R02984,9999,13-09-2019,1,,01-06-2020,CLOSED
OID000278,R02732,9999,14-09-2019,1,,26-05-2020,CLOSED
OID000279,R00701,9999,15-09-2019,1,,21-07-2020,CLOSED
OID000280,R04926,9999,16-09-2019,1,,06-05-2020,CLOSED
OID000281,R01188,9999,17-09-2019,1,,01-05-2020,CLOSED
OID000282,R00089,9999,17-09-2019,1,,10-06-2020,CLOSED
OID000283,R00187,9999,18-09-2019,1,,27-06-2020,CLOSED
OID000284,R04358,9999,18-09-2019,1,,21-06-2020,CLOSED
OID000285,R00749,9999,18-09-2019,1,,03-07-2020,CLOSED
OID000286,R04917,9999,19-09-2019,1,,21-05-2020,CLOSED
OID000287,R02283,2949,20-09-2019,2,20-09-2019,25-07-2021,ACTIVE
OID000288,R02421,9999,20-09-2019,1,,07-07-2020,CLOSED
OID000289,R01052,9999,20-09-2019,1,,03-07-2020,CLOSED
OID000290,R02492,9999,21-09-2019,1,,23-07-2020,CLOSED
OID000291,R03465,9999,21-09-2019,1,,09-07-2020,CLOSED
OID000292,R02276,9999,21-09-2019,1,,21-05-2020,CLOSED
OID000293,R03025,9999,22-09-2019,1,,08-06-2020,CLOSED
OID000294,R01844,9999,22-09-2019,1,,24-07-2020,CLOSED
OID000295,R03907,9999,23-09-2019,1,,05-06-2020,CLOSED
OID000296,R04242,9999,23-09-2019,1,,25-07-2020,CLOSED
OID000297,R00742,9999,24-09-2019,1,,16-05-2020,CLOSED
OID000298,R00265,9999,24-09-2019,1,,14-07-2020,CLOSED
OID000299,R03394,9999,25-09-2019,1,,29-04-2020,CLOSED
OID000300,R04487,9999,25-09-2019,1,,19-06-2020,CLOSED
OID000301,R03612,5101,26-09-2019,2,26-09-2019,11-12-2021,ACTIVE
OID000302,R02295,9999,26-09-2019,1,,19-06-2020,CLOSED
OID000303,R01116,9999,27-09-2019,1,,03-07-2020,CLOSED
OID000304,R03838,9999,28-09-2019,1,,23-05-2020,CLOSED
OID000305,R02337,9999,28-09-2019,1,,19-04-2020,CLOSED
OID000306,R02720,9999,28-09-2019,1,,16-05-2020,CLOSED
OID000307,R02884,9999,29-09-2019,1,,22-06-2020,CLOSED
OID000308,R03648,9999,29-09-2019,1,,20-07-2020,CLOSED
OID000309,R00481,9999,29-09-2019,1,,02-07-2020,CLOSED
OID000310,R00650,9999,30-09-2019,1,,04-08-2020,CLOSED
OID000311,R04699,9999,30-09-2019,1,,02-05-2020,CLOSED
OID000312,R04249,9999,30-09-2019,1,,04-07-2020,CLOSED
OID000313,R03310,9999,30-09-2019,1,,19-06-2020,CLOSED
OID000314,R04732,9999,01-10-2019,1,,30-06-2020,CLOSED
OID000315,R04131,9999,01-10-2019,1,,06-08-2020,CLOSED
OID000316,R04645,9999,01-10-2019,1,,18-06-2020,CLOSED
OID000317,R03870,9999,01-10-2019,1,,27-05-2020,CLOSED
OID000318,R01924,9999,02-10-2019,1,,25-05-2020,CLOSED
OID000319,R03094,9999,02-10-2019,1,,31-05-2020,CLOSED
OID000320,R02227,9999,03-10-2019,1,,27-06-2020,CLOSED
OID000321,R00273,9999,03-10-2019,1,,17-06-2020,CLOSED
OID000322,R04784,9999,03-10-2019,1,,30-05-2020,CLOSED
OID000323,R02678,9999,04-10-2019,1,,03-06-2020,CLOSED
OID000324,R01271,8323,05-10-2019,2,05-10-2019,19-11-2020,ACTIVE
OID000325,R03717,9999,05-10-2019,1,,23-06-2020,CLOSED
OID000326,R04683,9999,05-10-2019,1,,02-07-2020,CLOSED
OID000327,R00035,9999,05-10-2019,1,,28-07-2020,CLOSED
OID000328,R04598,9999,05-10-2019,1,,08-08-2020,CLOSED
OID000329,R00591,9999,06-10-2019,1,,14-06-2020,CLOSED
OID000330,R03941,9999,06-10-2019,1,,14-06-2020,CLOSED
OID000331,R03563,9999,07-10-2019,1,,20-07-2020,CLOSED
OID000332,R01845,9999,08-10-2019,1,,26-07-2020,CLOSED
OID000333,R04108,9999,08-10-2019,1,,24-07-2020,CLOSED
OID000334,R01309,9999,10-10-2019,1,,27-06-2020,CLOSED
OID000335,R00593,9999,10-10-2019,1,,10-06-2020,CLOSED
OID000336,E00154,1817,11-10-2019,1,11-10-2019,25-07-2020,CLOSED
OID000337,R02730,9999,11-10-2019,1,,16-06-2020,CLOSED
OID000338,R02802,9999,12-10-2019,1,,23-07-2020,CLOSED
OID000339,R03520,9999,12-10-2019,1,,09-06-2020,CLOSED
OID000340,R03018,9999,12-10-2019,1,,19-06-2020,CLOSED
OID000341,R04517,9999,12-10-2019,1,,04-05-2020,CLOSED
OID000342,R02706,9999,13-10-2019,1,,04-07-2020,CLOSED
OID000343,R02684,9999,13-10-2019,1,,31-05-2020,CLOSED
OID000344,R02576,5101,14-10-2019,2,14-10-2019,27-02-2021,ACTIVE
OID000345,R00758,9999,15-10-2019,1,,14-08-2020,CLOSED
OID000346,R03402,9999,15-10-2019,1,,11-05-2020,CLOSED
OID000347,R04413,9999,16-10-2019,1,,12-08-2020,CLOSED
OID000348,R01425,9999,16-10-2019,1,,30-06-2020,CLOSED
OID000349,R02761,9999,16-10-2019,1,,15-06-2020,CLOSED
OID000350,R00365,9999,16-10-2019,1,,13-06-2020,CLOSED
OID000351,R04170,5101,17-10-2019,2,17-10-2019,02-11-2021,ACTIVE
OID000352,R01631,9999,17-10-2019,1,,02-07-2020,CLOSED
OID000353,R00788,9999,17-10-2019,1,,04-08-2020,CLOSED
OID000354,R00416,9999,18-10-2019,1,,21-05-2020,CLOSED
OID000355,R01150,9999,18-10-2019,1,,04-08-2020,CLOSED
OID000356,R04766,1136,19-10-2019,2,19-10-2019,09-03-2022,ACTIVE
OID000357,R00702,9999,19-10-2019,1,,04-08-2020,CLOSED
OID000358,R04087,9999,19-10-2019,1,,27-05-2020,CLOSED
OID000359,R04491,9999,19-10-2019,1,,13-08-2020,CLOSED
OID000360,R03981,9999,19-10-2019,1,,10-05-2020,CLOSED
OID000361,R00417,9999,20-10-2019,1,,26-05-2020,CLOSED
OID000362,R02038,9999,20-10-2019,1,,29-05-2020,CLOSED
OID000363,R03097,9999,20-10-2019,1,,22-06-2020,CLOSED
OID000364,R00508,1136,21-10-2019,2,21-10-2019,04-11-2020,ACTIVE
OID000365,R03090,9999,21-10-2019,1,,21-08-2020,CLOSED
OID000366,R01789,9999,21-10-2019,1,,25-06-2020,CLOSED
OID000367,R04354,9999,21-10-2019,1,,10-05-2020,CLOSED
OID000368,R02960,9999,22-10-2019,1,,19-05-2020,CLOSED
OID000369,R03972,9999,23-10-2019,1,,09-08-2020,CLOSED
OID000370,R00145,9999,23-10-2019,1,,11-06-2020,CLOSED
OID000371,R00711,9999,23-10-2019,1,,12-07-2020,CLOSED
OID000372,R00432,9999,24-10-2019,1,,06-06-2020,CLOSED
OID000373,R02877,9999,24-10-2019,1,,08-06-2020,CLOSED
OID000374,R01037,1817,25-10-2019,2,25-10-2019,22-04-2021,ACTIVE
OID000375,R04871,9999,25-10-2019,1,,14-08-2020,CLOSED
OID000376,R02627,9999,25-10-2019,1,,09-07-2020,CLOSED
OID000377,R02072,9999,26-10-2019,1,,25-08-2020,CLOSED
OID000378,R03834,9999,26-10-2019,1,,13-07-2020,CLOSED
OID000379,R02693,9999,27-10-2019,1,,02-08-2020,CLOSED
OID000380,R01902,9999,28-10-2019,1,,11-06-2020,CLOSED
OID000381,R02190,9999,28-10-2019,1,,11-06-2020,CLOSED
OID000382,R00044,9999,28-10-2019,1,,10-07-2020,CLOSED
OID000383,R00245,8731,29-10-2019,2,29-10-2019,07-04-2021,ACTIVE
OID000384,R04265,9999,29-10-2019,1,,24-08-2020,CLOSED
OID000385,R01860,9999,29-10-2019,1,,12-06-2020,CLOSED
OID000386,R03681,9999,29-10-2019,1,,23-06-2020,CLOSED
OID000387,R03124,9999,29-10-2019,1,,29-07-2020,CLOSED
OID000388,E01832,9999,30-10-2019,1,,28-08-2020,CLOSED
OID000389,R02923,9999,30-10-2019,1,,20-07-2020,CLOSED
OID000390,R03278,9999,30-10-2019,1,,21-05-2020,CLOSED
OID000391,R03240,9999,30-10-2019,1,,26-08-2020,CLOSED
OID000392,R03560,9999,31-10-2019,1,,05-07-2020,CLOSED
OID000393,R00103,9999,31-10-2019,1,,11-09-2020,CLOSED
